,0
0,0.43902271139618765
1,0.6579710229529827
2,0.7563374852668773
3,0.827704200588844
4,0.8687060777738753
5,0.9058557868874562
6,0.9255768335275826
7,0.9409673361345807
8,0.9523512256202693
9,0.9622276556104312
10,0.9697775379920486
11,0.9748559593848023
12,0.9788390878028304
13,0.9823466535984434
14,0.9853209516548502
15,0.987324603798848
16,0.9890074816447545
17,0.9903503473479506
18,0.9914845608331287
19,0.992451947687334
20,0.9932988098866963
21,0.9939936881096926
22,0.994640228207468
23,0.9951889240590635
24,0.9956413598964521
25,0.9960547276934059
26,0.9964284247064139
27,0.9967964913041137
28,0.9971166002733973
29,0.9973875766077952
30,0.99761656005296
31,0.9978242552697858
32,0.9980020674085291
33,0.998169369862255
34,0.9983199855940817
35,0.9984619926255335
36,0.9985767668829267
37,0.9986760241527651
38,0.9987717219821154
39,0.9988611058952745
40,0.9989436423330965
41,0.99902123431167
42,0.9990920759536978
43,0.9991522474978608
44,0.9992086254106489
45,0.999262211509918
46,0.9993100101502614
47,0.9993557792794393
48,0.9993986560018623
49,0.9994359421282605
50,0.9994709739460216
51,0.9995056434503016
52,0.9995387206205673
53,0.9995671921747554
54,0.9995920540595526
55,0.9996161752817373
56,0.9996391418225139
57,0.9996600110988685
58,0.9996799490739937
59,0.9996988948453329
60,0.9997163924716351
61,0.9997337688344529
62,0.9997495020557204
63,0.9997638945500572
64,0.9997774206890605
65,0.9997902524668646
66,0.9998017843303013
67,0.9998127835484911
68,0.9998228882498416
69,0.9998326731614747
70,0.9998417117705062
71,0.9998503426435489
72,0.9998585174387634
73,0.9998663271732049
74,0.999874023820255
75,0.9998809771577511
76,0.9998876253402678
77,0.9998935841805316
78,0.9998992208580171
79,0.9999046546377626
80,0.9999098078875801
81,0.9999145494436635
82,0.9999190844717991
83,0.99992329007519
84,0.9999274093214818
85,0.9999313590172066
86,0.9999349752332923
87,0.9999383743741699
88,0.9999416066198104
89,0.9999446032255748
90,0.9999474787562911
91,0.99995023533627
92,0.9999526569761968
93,0.9999549703837208
94,0.9999571238157742
95,0.9999591069410668
96,0.9999610060154582
97,0.999962836028698
98,0.9999645950976351
99,0.9999663483362216
100,0.9999680491851695
101,0.999969563426468
102,0.9999710534694318
103,0.9999724650807859
104,0.9999737783980669
105,0.9999750178164822
106,0.9999761878256055
107,0.9999773464048182
108,0.9999784494814137
109,0.9999794798419956
110,0.9999804933365294
111,0.9999814261333786
112,0.9999823141679198
113,0.9999831536613017
114,0.9999839705076367
115,0.9999847383214734
116,0.9999854943879809
117,0.9999862184515418
118,0.999986883852818
119,0.9999875099458715
120,0.9999881105140892
121,0.999988687709839
122,0.9999892502514302
123,0.9999897827659778
124,0.999990269080677
125,0.9999907310978827
126,0.999991164306629
127,0.9999915859562938
128,0.9999919901158245
129,0.9999923815226385
130,0.9999927469313095
131,0.9999931005204865
132,0.9999934249442505
133,0.9999937474457431
134,0.999994053016877
135,0.9999943379360953
136,0.9999946141330358
137,0.9999948821109413
138,0.9999951475961911
139,0.999995396288442
140,0.9999956308217965
141,0.9999958518262548
142,0.9999960710041315
143,0.9999962692952847
144,0.9999964557568563
145,0.9999966317143264
146,0.9999968017533533
147,0.9999969630598489
148,0.9999971199959214
149,0.9999972719117945
150,0.9999974184811777
151,0.9999975533943962
152,0.9999976771602428
153,0.9999977979675841
154,0.9999979131102542
155,0.999998018427498
156,0.9999981207277013
157,0.9999982136455052
158,0.9999983032688005
159,0.9999983919577841
160,0.9999984740556711
161,0.9999985546632045
162,0.9999986315723253
163,0.999998706667988
164,0.9999987746305646
165,0.9999988400045312
166,0.999998900038245
167,0.9999989578980714
168,0.9999990115387252
169,0.9999990641310571
170,0.9999991129452152
171,0.9999991580257246
172,0.999999202599405
173,0.999999245493598
174,0.9999992871775722
175,0.9999993262643564
176,0.9999993652185025
177,0.9999994012975282
178,0.9999994339737034
179,0.9999994655202142
180,0.9999994955856836
181,0.9999995250750147
182,0.999999552129328
183,0.9999995777551323
184,0.999999602694954
185,0.9999996268324957
186,0.9999996497189033
187,0.9999996716585223
188,0.9999996918199847
189,0.9999997115020673
190,0.999999730097715
191,0.9999997477558505
192,0.9999997636544035
193,0.999999778991391
194,0.999999793147571
195,0.9999998068748157
196,0.9999998200509786
197,0.9999998321518153
198,0.9999998439935267
199,0.9999998551569869
200,0.999999866189656
201,0.9999998755419438
202,0.9999998844027427
203,0.9999998929028067
204,0.9999999008197331
205,0.9999999083935902
206,0.9999999152353011
207,0.9999999214719308
208,0.9999999273009434
209,0.9999999328365379
210,0.9999999382632424
211,0.9999999430240127
212,0.9999999474508611
213,0.999999951734168
214,0.9999999557556614
215,0.9999999593080439
216,0.999999962718196
217,0.9999999659424619
218,0.9999999688420539
219,0.9999999715544555
220,0.9999999741524644
221,0.9999999764581597
222,0.9999999785427549
223,0.9999999804964739
224,0.999999982359694
225,0.9999999841073841
226,0.9999999857098233
227,0.9999999871257309
228,0.9999999884268569
229,0.9999999895867192
230,0.9999999906978593
231,0.9999999916289398
232,0.9999999924886227
233,0.9999999932810156
234,0.9999999940623874
235,0.9999999947447141
236,0.9999999953711307
237,0.9999999959614712
238,0.9999999965229375
239,0.9999999969435571
240,0.9999999973388152
241,0.999999997676304
242,0.9999999979868486
243,0.9999999982871884
244,0.9999999985213275
245,0.9999999987379189
246,0.9999999989522075
247,0.9999999991511651
248,0.9999999993441203
249,0.9999999994902614
250,0.9999999996289398
251,0.9999999997316416
252,0.9999999998285571
253,0.9999999999000578
254,0.9999999999540382
255,0.9999999999999997
